Movie_Title,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
It Happened One Night,/It-Happened-One-Night.html,0,0,0,0,0,0,0,0,0,0,0,35338
It's a Wonderful Life,/It's-a-Wonderful-Life.html,0,0,0,0,0,0,0,0,0,0,0,34379
It's Complicated,/It's-Complicated.html,1,0,0,1,0,3,0,0,0,0,0,21525
"Italian Job, The","/Italian-Job,-The.html",15,2,3,1,2,3,0,0,1,1,0,21472
"Jacket, The","/Jacket,-The.html",9,5,0,0,0,0,0,0,0,2,0,29345
Jackie Brown,/Jackie-Brown.html,60,42,10,7,2,49,1,0,0,0,0,33492
Jacob's Ladder,/Jacob's-Ladder.html,16,5,6,6,0,1,1,0,0,2,0,35102
Jade,/Jade.html,0,0,0,0,0,0,0,0,0,0,0,19
Jane Eyre,/Jane-Eyre.html,0,0,0,0,0,0,0,0,0,0,0,28137
Jason X,/Jason-X.html,39,7,8,9,7,18,2,0,1,1,0,22744
Jaws,/Jaws.html,1,0,7,2,0,4,0,0,0,2,0,28686
Jaws 2,/Jaws-2.html,14,0,7,4,0,6,0,0,0,4,0,25080
Jay and Silent Bob Strike Back,/Jay-and-Silent-Bob-Strike-Back.html,84,112,6,31,5,32,13,6,31,1,0,25713
Jennifer Eight,/Jennifer-Eight.html,21,18,1,2,1,8,1,0,0,13,0,36596
Jennifer's Body,/Jennifer's-Body.html,13,6,1,4,0,9,2,0,1,1,0,23733
Jerry Maguire,/Jerry-Maguire.html,8,6,3,1,1,3,3,0,0,0,0,27981
Jeux Interdits,/Jeux-Interdits.html,0,0,0,0,0,0,0,0,0,0,0,26121
JFK,/JFK.html,11,12,4,3,1,5,2,0,1,3,0,54482
Jimmy and Judy,/Jimmy-and-Judy.html,33,36,6,8,1,14,1,0,0,0,2,27122
John Q,/John-Q.html,12,0,5,4,4,8,0,0,0,1,0,25163
John Wick,/John-Wick.html,9,21,0,1,0,2,0,0,0,1,1,18903
Judge Dredd,/Judge-Dredd.html,1,3,2,3,1,9,0,0,0,0,0,24168
Juno,/Juno.html,8,1,2,1,1,7,1,0,0,1,1,18968
Jurassic Park,/Jurassic-Park.html,12,0,11,1,0,1,0,0,0,2,0,31471
Jurassic Park III,/Jurassic-Park-III.html,2,0,7,0,1,0,0,0,0,0,0,19941
Kafka,/Kafka.html,0,0,1,0,0,0,0,0,0,0,0,22346
Kalifornia,/Kalifornia.html,12,10,5,6,1,6,0,0,0,0,0,26838
Kate & Leopold,/Kate-&-Leopold.html,6,1,0,1,1,0,1,0,0,0,0,21043
Kids,/Kids.html,38,35,2,11,1,8,16,3,0,2,0,17627
"Kids Are All Right, The","/Kids-Are-All-Right,-The.html",7,12,0,1,1,13,4,1,2,0,0,16723
Kill Bill Volume 1 & 2,/Kill-Bill-Volume-1-&-2.html,18,15,6,27,1,17,1,14,0,6,0,44453
Kill Your Darlings,/Kill-Your-Darlings.html,4,7,2,2,1,0,0,0,1,2,0,17733
Killing Zoe,/Killing-Zoe.html,21,31,7,5,4,4,1,5,0,3,0,18707
King Kong,/King-Kong.html,0,0,1,0,0,0,0,0,0,0,0,30566
"King of Comedy, The","/King-of-Comedy,-The.html",0,0,0,0,0,1,0,0,0,0,0,27843
"King's Speech, The","/King's-Speech,-The.html",7,10,6,0,0,0,0,0,0,4,0,22096
"Kingdom, The","/Kingdom,-The.html",5,6,3,0,0,3,0,0,0,0,0,30955
Kiss of the Spider Woman,/Kiss-of-the-Spider-Woman.html,0,0,0,0,0,0,0,0,0,0,0,24
Klute,/Klute.html,0,0,2,3,0,1,0,0,0,2,0,25009
Knocked Up,/Knocked-Up.html,52,53,2,4,11,11,12,2,1,1,0,26765
Kramer vs Kramer,/Kramer-vs-Kramer.html,9,2,2,1,0,1,0,0,0,0,0,26849
Kundun,/Kundun.html,0,0,0,0,0,0,0,0,1,0,0,23870
Kung Fu Panda,/Kung-Fu-Panda.html,0,0,0,0,0,0,0,0,0,0,0,15396
L.A. Confidential,/L.A.-Confidential.html,11,17,1,0,0,4,10,0,0,2,0,26711
La La Land,/La-La-Land.html,5,3,2,0,1,1,1,0,0,0,0,18915
Labor of Love,/Labor-of-Love.html,10,1,5,1,1,2,0,0,0,0,0,27020
Labyrinth,/Labyrinth.html,0,0,5,0,0,0,0,0,0,0,0,20712
"Ladykillers, The","/Ladykillers,-The.html",18,15,6,7,4,19,4,0,0,1,0,24915
Lake Placid,/Lake-Placid.html,11,3,0,0,1,1,0,0,0,1,0,15744
Land of the Dead,/Land-of-the-Dead.html,9,12,3,0,0,5,2,0,1,4,0,21735
Larry Crowne,/Larry-Crowne.html,1,1,3,1,2,3,4,0,1,0,0,21128
"Last Boy Scout, The","/Last-Boy-Scout,-The.html",54,59,6,21,16,8,3,0,2,11,0,30153
Last Chance Harvey,/Last-Chance-Harvey.html,4,3,1,0,1,0,0,0,0,0,0,15852
"Last Flight, The","/Last-Flight,-The.html",0,0,0,0,0,0,0,0,0,0,0,22293
"Last of the Mohicans, The","/Last-of-the-Mohicans,-The.html",0,0,2,0,0,0,0,0,1,0,0,25661
"Last Samurai, The","/Last-Samurai,-The.html",4,1,3,1,0,2,0,0,0,0,0,29057
"Last Station, The","/Last-Station,-The.html",0,0,1,1,0,0,0,0,1,0,0,19525
Last Tango in Paris,/Last-Tango-in-Paris.html,10,8,1,0,2,16,0,0,1,2,0,18338
Law Abiding Citizen,/Law-Abiding-Citizen.html,28,25,1,5,5,10,0,0,0,0,0,27800
Le Diable par la Queue,/Le-Diable-par-la-Queue.html,0,0,0,0,0,0,0,0,0,0,0,30645
Leaving Las Vegas,/Leaving-Las-Vegas.html,3,29,1,0,2,3,0,1,0,0,0,20487
Legally Blonde,/Legally-Blonde.html,1,2,2,4,1,11,5,0,2,2,0,22713
Legend,/Legend.html,1,0,2,0,0,2,1,0,1,1,0,26406
Legion,/Legion.html,10,22,4,4,1,3,0,0,1,0,0,23093
Les Miserables,/Les-Miserables.html,1,0,0,1,0,0,0,0,0,3,0,29716
Les Tontons Flingueurs,/Les-Tontons-Flingueurs.html,0,0,0,0,0,0,0,0,0,0,0,33627
Leviathan,/Leviathan.html,17,10,4,3,1,6,0,2,0,0,0,22093
Liar Liar,/Liar-Liar.html,9,0,4,1,0,4,3,0,0,4,0,18722
Life,/Life.html,14,12,24,8,1,12,1,0,0,0,0,27318
Life As A House,/Life-As-A-House.html,12,6,0,1,0,4,1,1,0,0,0,27554
"Life of David Gale, The","/Life-of-David-Gale,-The.html",12,14,3,0,0,0,4,0,0,0,0,23045
Life of Pi,/Life-of-Pi.html,0,0,0,0,0,0,0,0,0,0,0,19478
Light Sleeper,/Light-Sleeper.html,7,13,1,1,0,4,1,0,0,0,1,14165
"Limey, The","/Limey,-The.html",12,14,0,1,3,3,1,1,0,2,0,20444
Limitless,/Limitless.html,15,14,0,0,2,3,0,0,0,0,0,24460
Lincoln,/Lincoln.html,3,0,10,0,0,0,0,0,0,0,0,27766
"Lincoln Lawyer, The","/Lincoln-Lawyer,-The.html",15,5,2,5,1,3,1,0,0,2,0,25373
"Lion King, The","/Lion-King,-The.html",0,0,0,0,0,0,0,0,0,0,0,22
Little Athens,/Little-Athens.html,79,51,1,9,18,22,1,1,4,2,0,27712
"Little Mermaid, The","/Little-Mermaid,-The.html",0,0,0,0,0,0,0,0,0,0,0,8210
Little Nicky,/Little-Nicky.html,9,0,4,1,0,13,0,0,0,0,0,18966
Living in Oblivion,/Living-in-Oblivion.html,11,10,4,0,2,6,0,0,1,1,0,18156
"Lock, Stock and Two Smoking Barrels","/Lock,-Stock-and-Two-Smoking-Barrels.html",16,18,0,0,0,0,2,2,3,3,0,20422
Logan,/Logan.html,17,19,1,1,6,4,1,0,1,0,0,31020
Logan's Run,/Logan's-Run.html,0,0,4,0,0,0,0,0,0,0,0,24691
Lone Star,/Lone-Star.html,4,3,10,0,2,2,0,1,0,0,0,24546
"Long Kiss Goodnight, The","/Long-Kiss-Goodnight,-The.html",18,37,7,14,1,15,3,0,0,6,0,29376
Looper,/Looper.html,13,17,0,0,0,2,1,1,0,1,0,27058
Lord of Illusions,/Lord-of-Illusions.html,18,19,4,1,3,1,0,0,0,2,0,21351
Lord of War,/Lord-of-War.html,2,27,2,0,1,1,0,0,1,0,0,26446
"Losers, The","/Losers,-The.html",28,1,4,0,0,4,3,0,0,2,0,21136
Lost Highway,/Lost-Highway.html,7,7,4,2,1,2,8,1,0,0,0,24423
Lost Horizon,/Lost-Horizon.html,0,0,0,0,0,0,0,0,0,0,0,27395
Lost in Space,/Lost-in-Space.html,2,0,10,1,0,1,0,0,0,0,0,24345
Lost in Translation,/Lost-in-Translation.html,1,3,0,0,0,0,0,0,0,0,0,13793
Love and Basketball,/Love-and-Basketball.html,12,5,13,2,1,27,9,0,0,0,0,21903
Machete,/Machete.html,13,23,1,4,1,10,5,1,0,3,0,15288
Machine Gun Preacher,/Machine-Gun-Preacher.html,11,15,5,1,0,1,1,0,0,1,0,29475
Made,/Made.html,76,39,4,2,3,19,0,0,0,0,0,18760
Magnolia,/Magnolia.html,26,107,10,7,9,6,12,3,3,0,0,42607
"Majestic, The (The Bijou)","/Majestic,-The-(The-Bijou).html",1,0,5,0,0,1,1,0,0,0,0,28874
Major League,/Major-League.html,21,1,8,2,0,5,6,0,0,0,0,25459
Malcolm X,/Malcolm-X.html,10,0,3,4,0,2,2,0,0,4,0,31468
Malibu's Most Wanted,/Malibu's-Most-Wanted.html,6,1,31,8,0,37,0,0,1,0,0,19489
Man in the Iron Mask,/Man-in-the-Iron-Mask.html,2,0,0,0,0,0,0,0,0,0,0,27229
Man On Fire,/Man-On-Fire.html,4,9,2,0,0,6,1,0,0,0,0,27019
Man on the Moon,/Man-on-the-Moon.html,7,8,2,0,5,5,0,0,1,2,0,26414
Man Trouble,/Man-Trouble.html,9,3,8,5,1,2,1,0,0,3,0,28401
"Man Who Knew Too Much, The","/Man-Who-Knew-Too-Much,-The.html",0,0,1,0,0,0,0,0,0,0,0,37758
"Man Who Wasn't There, The","/Man-Who-Wasn't-There,-The.html",0,0,6,0,0,2,0,0,0,0,0,19828
"Manchurian Candidate, The","/Manchurian-Candidate,-The.html",12,3,1,0,0,5,1,0,0,1,0,27110
Manhattan Murder Mystery,/Manhattan-Murder-Mystery.html,0,0,2,0,0,0,0,0,0,0,0,40591
Manhunter,/Manhunter.html,5,5,2,2,1,1,0,0,0,1,0,27880
Margaret,/Margaret.html,8,12,1,1,1,6,0,0,0,0,0,38050
Margin Call,/Margin-Call.html,11,36,3,0,0,2,0,0,0,0,0,19635
Margot at the Wedding,/Margot-at-the-Wedding.html,11,13,0,1,1,3,64,0,0,0,0,19641
"Mariachi, El","/Mariachi,-El.html",0,0,0,0,1,0,0,0,0,0,0,13456
Marley & Me,/Marley-&-Me.html,0,0,2,1,0,3,1,0,0,1,0,25706
Martha Marcy May Marlene,/Martha-Marcy-May-Marlene.html,5,8,1,0,0,4,1,0,0,0,0,13866
"Martian, The","/Martian,-The.html",9,4,1,0,1,2,2,0,0,0,0,24413
Marty,/Marty.html,0,0,0,0,0,0,0,0,0,0,0,21078
Mary Poppins,/Mary-Poppins.html,0,0,0,0,0,0,0,0,0,0,0,14931
"Mask, The","/Mask,-The.html",2,0,1,5,1,2,1,0,1,1,0,26273
Master and Commander,/Master-and-Commander.html,0,0,2,0,0,0,0,0,0,0,0,24776
"Master, The","/Master,-The.html",4,8,0,0,0,3,13,3,0,0,0,22669
"Matrix Reloaded, The","/Matrix-Reloaded,-The.html",19,19,0,0,1,8,0,1,0,2,0,20986
"Matrix, The","/Matrix,-The.html",21,6,0,0,0,3,1,0,0,0,0,23786
Max Payne,/Max-Payne.html,4,0,1,1,2,0,1,0,0,0,0,23897
Mean Streets,/Mean-Streets.html,8,6,3,0,0,0,0,0,0,7,0,20489
"Mechanic, The","/Mechanic,-The.html",4,4,7,1,0,3,0,0,0,4,0,29911
Meet Joe Black,/Meet-Joe-Black.html,7,0,7,0,1,3,1,0,0,0,0,30537
Meet John Doe,/Meet-John-Doe.html,0,0,0,0,0,0,0,0,0,0,0,32616
Megamind,/Megamind.html,5,0,3,3,0,8,2,0,1,1,0,24084
Memento,/Memento.html,14,35,0,0,0,0,0,0,0,0,0,33120
Men in Black,/Men-in-Black.html,9,0,10,1,0,4,1,0,0,3,0,25631
Men in Black 3,/Men-in-Black-3.html,3,0,8,0,1,9,0,0,0,2,0,20198
"Men Who Stare at Goats, The","/Men-Who-Stare-at-Goats,-The.html",12,6,4,0,0,1,0,1,0,0,0,23543
Metro,/Metro.html,26,24,5,5,1,4,0,0,0,0,0,27671
Miami Vice,/Miami-Vice.html,6,11,1,0,0,4,0,0,0,0,0,22192
Midnight Cowboy,/Midnight-Cowboy.html,1,0,2,1,0,4,0,0,0,7,0,23208
Midnight Express,/Midnight-Express.html,17,29,2,1,4,10,0,0,2,3,0,27907
Midnight in Paris,/Midnight-in-Paris.html,0,0,4,0,0,0,0,0,0,0,0,14999
Mighty Joe Young,/Mighty-Joe-Young.html,0,0,3,0,0,3,0,0,0,2,0,28157
Milk,/Milk.html,12,5,2,0,3,2,44,0,2,0,0,24397
Miller's Crossing,/Miller's-Crossing.html,0,0,3,2,0,1,0,0,0,0,0,28908
Mimic,/Mimic.html,17,8,1,1,1,0,0,0,0,0,0,21548
Mini's First Time,/Mini's-First-Time.html,6,8,4,8,0,2,4,0,0,0,0,25046
Minority Report,/Minority-Report.html,5,7,2,1,0,0,0,0,0,2,0,28208
"Miracle Worker, The","/Miracle-Worker,-The.html",0,0,0,0,0,0,0,0,0,0,0,3515
Mirrors,/Mirrors.html,4,3,6,0,0,1,0,0,0,0,0,26365
Misery,/Misery.html,4,2,0,3,0,0,0,0,0,1,0,22401
Mission Impossible,/Mission-Impossible.html,0,0,6,4,1,4,0,0,0,1,0,22002
Mission Impossible II,/Mission-Impossible-II.html,2,0,9,3,0,2,0,0,0,2,0,24172
Mission to Mars,/Mission-to-Mars.html,2,0,6,1,0,0,0,0,0,1,0,29577
Moneyball,/Moneyball.html,7,7,0,1,1,7,2,0,0,0,0,32246
Monkeybone,/Monkeybone.html,7,0,4,0,0,15,0,1,0,3,0,27235
Monster's Ball,/Monster's-Ball.html,0,0,0,0,0,0,0,0,0,0,0,21
Monte Carlo,/Monte-Carlo.html,0,0,1,1,0,2,0,0,0,0,0,25531
Moon,/Moon.html,8,11,1,0,2,1,0,0,0,1,0,21352
Moonrise Kingdom,/Moonrise-Kingdom.html,1,0,2,0,0,0,0,0,0,0,0,25994
Moonstruck,/Moonstruck.html,1,0,1,2,0,0,0,0,0,0,0,21280
Mr Blandings Builds His Dream House,/Mr-Blandings-Builds-His-Dream-House.html,0,0,0,0,0,0,0,0,0,0,0,25838
Mr Brooks,/Mr-Brooks.html,4,10,1,1,5,5,1,0,0,0,0,27746
Mr Deeds Goes to Town,/Mr-Deeds-Goes-to-Town.html,0,0,0,0,0,0,0,0,0,0,0,30484
Mr. Holland's Opus,/Mr.-Holland's-Opus.html,0,0,0,0,0,0,0,0,0,0,0,22
Mrs. Brown,/Mrs.-Brown.html,3,0,1,0,0,0,0,0,0,0,0,17834
Mud,/Mud.html,25,0,3,3,1,9,1,0,0,0,0,30751
Mulan,/Mulan.html,0,0,0,0,0,0,0,0,1,0,0,17653
Mulholland Drive,/Mulholland-Drive.html,1,0,3,1,0,1,0,0,0,1,0,22030
Mumford,/Mumford.html,5,2,2,2,2,2,3,0,0,1,0,26971
"Mummy, The","/Mummy,-The.html",7,0,5,1,0,17,0,0,0,2,0,28405
Music of the Heart,/Music-of-the-Heart.html,4,0,2,1,1,0,0,0,0,0,0,25713
Mute Witness,/Mute-Witness.html,5,0,2,0,0,0,0,0,0,0,0,24606
My Best Friend's Wedding,/My-Best-Friend's-Wedding.html,21,4,5,3,2,2,0,0,0,0,0,27760
My Girl,/My-Girl.html,4,0,2,0,0,0,1,0,0,0,0,15440
My Mother Dreams the Satan's Disciples in New York,/My-Mother-Dreams-the-Satan's-Disciples-in-New-York.html,2,0,1,0,1,0,0,0,0,0,0,7140
My Week with Marilyn,/My-Week-with-Marilyn.html,2,5,2,0,0,1,0,0,0,1,0,30308
Mystery Men,/Mystery-Men.html,0,0,3,1,0,1,0,0,0,1,0,23219
Nashville,/Nashville.html,0,0,1,0,0,1,0,0,0,2,0,18587
Natural Born Killers,/Natural-Born-Killers.html,28,7,5,8,4,4,6,0,0,0,1,27568
Never Been Kissed,/Never-Been-Kissed.html,3,0,3,0,0,5,1,0,0,0,0,25143
"Neverending Story, The","/Neverending-Story,-The.html",0,0,0,0,0,0,0,0,0,0,0,10081
New York Minute,/New-York-Minute.html,3,0,4,0,0,1,0,0,0,0,0,20298
Newsies,/Newsies.html,0,0,3,0,0,0,0,0,0,0,0,26179
Next,/Next.html,5,0,5,2,2,3,1,0,0,3,0,25707
Next Friday,/Next-Friday.html,23,14,27,5,2,42,0,0,0,0,0,17068
"Next Three Days, The","/Next-Three-Days,-The.html",5,1,0,3,3,2,0,0,0,0,0,26451
Ni vu ni connu,/Ni-vu-ni-connu.html,0,0,0,0,0,0,0,0,0,0,0,39995
Nick of Time,/Nick-of-Time.html,7,8,1,4,0,3,0,0,0,0,0,20746
Night Time (The Poltergeist Treatment),/Night-Time-(The-Poltergeist-Treatment).html,1,0,0,0,0,0,0,0,0,0,0,10874
Nightbreed,/Nightbreed.html,17,6,10,0,3,2,0,0,0,4,0,28186
"Nightmare Before Christmas, The","/Nightmare-Before-Christmas,-The.html",0,0,0,0,0,0,0,0,0,0,0,7164
"Nightmare Before Christmas, The","/Nightmare-Before-Christmas,-The.html",0,0,0,0,0,0,0,0,0,0,0,7164
"Nightmare on Elm Street, A","/Nightmare-on-Elm-Street,-A.html",8,3,6,0,1,3,0,0,1,5,0,26958
Nine,/Nine.html,0,0,0,0,0,3,0,0,0,0,0,18973
"Nines, The","/Nines,-The.html",10,4,1,0,0,7,0,0,0,0,0,17874
Ninja Assassin,/Ninja-Assassin.html,6,14,3,1,0,1,0,0,0,0,0,21830
Ninotchka,/Ninotchka.html,0,0,0,0,0,0,0,0,0,0,0,28983
"Ninth Gate, The","/Ninth-Gate,-The.html",5,1,3,1,0,0,0,0,0,2,0,22940
No Country for Old Men,/No-Country-for-Old-Men.html,1,0,3,1,0,5,0,0,0,0,0,23018
No Strings Attached,/No-Strings-Attached.html,10,20,0,5,1,4,10,1,2,0,0,21083
Notting Hill,/Notting-Hill.html,4,2,4,1,0,2,0,0,0,0,0,17417
Nurse Betty,/Nurse-Betty.html,25,27,8,4,5,4,3,0,0,1,0,31905
Oblivion,/Oblivion.html,0,0,3,1,0,0,0,0,0,0,0,24116
Observe and Report,/Observe-and-Report.html,46,42,2,9,1,19,5,2,1,0,1,24907
Obsessed,/Obsessed.html,2,4,4,4,5,2,1,0,1,0,0,19891
Ocean's Eleven,/Ocean's-Eleven.html,14,2,1,1,0,1,0,0,0,0,0,30838
Ocean's Twelve,/Ocean's-Twelve.html,2,0,4,1,1,0,0,1,0,0,0,23821
Office Space,/Office-Space.html,22,3,2,3,3,13,0,4,0,1,0,12763
"Officer and a Gentleman, An","/Officer-and-a-Gentleman,-An.html",0,0,0,0,0,0,0,0,0,0,0,23
Omega Man,/Omega-Man.html,0,0,5,3,0,2,0,0,0,8,0,24398
One Flew Over the Cuckoo's Nest,/One-Flew-Over-the-Cuckoo's-Nest.html,6,2,1,2,2,13,0,1,1,1,0,26237
Only God Forgives,/Only-God-Forgives.html,1,12,0,1,0,0,0,0,1,0,0,20323
Ordinary People,/Ordinary-People.html,12,10,3,1,0,8,1,0,1,1,0,20863
Orgy of the Dead,/Orgy-of-the-Dead.html,0,0,0,0,0,0,0,0,0,0,0,6385
Orphan,/Orphan.html,8,3,1,3,1,0,0,0,0,0,0,31049
"Other Boleyn Girl, The","/Other-Boleyn-Girl,-The.html",0,0,1,0,0,0,0,0,0,3,0,24876
Out of Sight,/Out-of-Sight.html,39,19,2,0,4,10,11,3,0,1,0,31560
"Pacifier, The","/Pacifier,-The.html",0,0,0,0,0,5,0,0,0,0,0,24353
Pandorum,/Pandorum.html,10,3,5,1,2,1,0,0,0,3,0,29029
Panic Room,/Panic-Room.html,11,21,6,1,2,3,0,0,0,0,0,23523
Papadopoulos & Sons,/Papadopoulos-&-Sons.html,4,6,0,0,0,0,0,0,0,0,0,14959
ParaNorman,/ParaNorman.html,0,0,0,0,0,0,0,0,0,0,0,23714
Pariah,/Pariah.html,13,6,10,0,0,8,1,4,0,0,0,20473
"Passion of Joan of Arc, The","/Passion-of-Joan-of-Arc,-The.html",0,0,0,0,0,0,0,0,1,0,0,16308
"Patriot, The","/Patriot,-The.html",0,0,7,0,0,1,0,0,0,0,0,30931
Paul,/Paul.html,18,8,4,2,0,3,0,0,0,2,0,22578
Pearl Harbor,/Pearl-Harbor.html,23,5,0,6,1,4,0,0,1,1,0,34020
Peeping Tom,/Peeping-Tom.html,0,0,0,1,0,0,0,0,0,0,0,27819
Peggy Sue Got Married,/Peggy-Sue-Got-Married.html,2,0,5,1,0,0,2,0,0,0,0,24695
Perfect Creature,/Perfect-Creature.html,3,4,1,0,0,0,0,0,0,0,0,24579
"Perfect World, A","/Perfect-World,-A.html",11,0,11,1,0,9,1,1,0,0,0,31648
"Perks of Being a Wallflower, The","/Perks-of-Being-a-Wallflower,-The.html",10,0,3,2,0,9,1,2,0,0,0,21674
Pet Sematary,/Pet-Sematary.html,10,1,4,2,2,2,0,0,0,0,0,31425
Pet Sematary II,/Pet-Sematary-II.html,10,4,5,0,0,10,0,2,0,2,0,23875
Petulia,/Petulia.html,0,0,7,1,0,1,1,0,1,3,0,22335
Philadelphia,/Philadelphia.html,11,6,1,1,3,3,3,0,0,0,0,23587
Phone Booth,/Phone-Booth.html,16,13,7,2,3,7,0,0,0,4,0,18004
Pi,/Pi.html,3,3,9,0,0,1,0,0,0,3,0,15413
"Pianist, The","/Pianist,-The.html",3,2,2,1,0,0,0,0,1,1,0,21717
"Piano, The","/Piano,-The.html",2,0,4,0,0,1,0,0,0,0,0,21848
Pineapple Express,/Pineapple-Express.html,61,94,1,5,5,5,3,0,2,2,2,23015
Pirates of the Caribbean,/Pirates-of-the-Caribbean.html,0,0,2,0,0,0,0,0,0,1,0,27146
Pitch Black,/Pitch-Black.html,7,8,0,0,2,9,0,0,1,0,0,20176
"Planet of the Apes, The","/Planet-of-the-Apes,-The.html",0,0,2,0,0,0,0,0,0,0,0,24614
Platinum Blonde,/Platinum-Blonde.html,0,0,0,0,0,0,0,0,1,0,0,25152
Platoon,/Platoon.html,99,37,1,7,6,34,6,8,0,2,0,29845
Pleasantville,/Pleasantville.html,1,0,1,1,0,0,104,0,0,1,0,32979
Point Break,/Point-Break.html,28,20,4,5,5,9,6,1,0,1,0,30103
"Postman, The","/Postman,-The.html",5,0,10,0,1,4,0,0,0,1,0,29373
"Power of One, The","/Power-of-One,-The.html",1,0,5,0,0,3,0,0,0,1,0,31239
Precious,/Precious.html,13,5,6,20,0,22,0,0,0,0,0,23726
Predator,/Predator.html,9,1,2,4,0,3,0,0,0,1,0,25166
"Prestige, The","/Prestige,-The.html",1,0,1,0,0,0,0,0,0,0,0,28208
Pretty Woman,/Pretty-Woman.html,10,1,1,2,3,4,0,0,0,0,0,22611
Pretty Woman (final script),/Pretty-Woman-(final-script).html,7,2,1,0,1,2,0,0,0,1,0,41812
Pride and Prejudice,/Pride-and-Prejudice.html,0,0,5,0,0,1,0,0,0,0,0,25647
Priest,/Priest.html,6,0,2,0,0,1,0,0,0,0,0,25012
"Princess Bride, The","/Princess-Bride,-The.html",0,0,0,1,0,0,0,0,0,0,0,22423
"Private Life of Sherlock Holmes, The","/Private-Life-of-Sherlock-Holmes,-The.html",0,0,3,0,0,0,0,0,0,0,0,25879
"Producer, The","/Producer,-The.html",0,0,0,0,0,0,0,1,1,0,0,18909
"Program, The","/Program,-The.html",36,8,8,2,4,13,0,1,0,2,0,27141
Prom Night,/Prom-Night.html,0,0,4,1,2,0,0,0,0,0,0,15926
Prometheus,/Prometheus.html,2,1,4,1,0,0,0,0,0,0,0,25523
"Prophecy, The","/Prophecy,-The.html",8,5,5,8,0,1,1,0,0,0,0,25243
"Proposal, The","/Proposal,-The.html",13,0,7,3,3,9,1,0,0,0,0,24628
Psycho,/Psycho.html,0,0,0,0,0,0,0,0,0,0,0,29736
Public Enemies,/Public-Enemies.html,2,1,5,3,1,1,1,0,0,1,0,27213
Pulp Fiction,/Pulp-Fiction.html,69,34,4,13,2,38,0,0,0,1,0,28976
Punch-Drunk Love,/Punch-Drunk-Love.html,6,17,4,0,2,0,2,2,1,0,0,16532
